From	To
A0A1D8PS17	XP_718225.2
A0A1D8PEZ9	XP_713938.2
A0A1D8PRY9	XP_019331057.1
Q59Y38	XP_714455.1
A0A1D8PTS8	XP_716278.2
A0A1D8PNY1	XP_721839.2
A0A1D8PMM8	XP_715448.2
A0A1D8PIA6	XP_714250.1
A0A1D8PU46	XP_719331.1
A0A1D8PRQ4	XP_019331048.1
A0A1D8PKD1	XP_716591.1
Q5ACZ6	XP_719518.1
A0A1D8PRM7	XP_718671.1
Q59Z37	XP_714853.1
A0A1D8PGH0	XP_722568.2
Q59N02	XP_711095.1
A0A1D8PJ31	XP_710436.2
Q5A645	XP_717249.1
A0A1D8PDY5	XP_718808.2
A0A1D8PNB1	XP_714600.2
Q5A669	XP_717226.1
A0A1D8PFG3	XP_711569.1
A0A1D8PU95	XP_719398.1
A0A1D8PFX4	XP_715054.2
Q5A6R5	XP_717352.1
Q59NQ2	XP_711354.1
A0A1D8PFH1	XP_710794.2
A0A1D8PU11	XP_443374.1
A0A1D8PG94	XP_719468.2
Q59UQ4	XP_713347.1
Q5ADT4	XP_719854.1
A0A1D8PD17	XP_721546.2
A0A1D8PUA2	XP_719411.2
A0A1D8PIR2	XP_717136.2
A0A1D8PQN9	XP_720343.1
Q59XV1	XP_714400.1
Q5AGZ0	XP_721384.1
A0A1D8PGL8	XP_722581.2
Q59LZ5	XP_710749.1
A0A1D8PTV6	XP_716414.1
A0A1D8PU48	XP_719341.1
A0A1D8PNW2	XP_721819.2
Q5AD33	XP_719483.1
A0A1D8PST5	XP_717416.2
Q5A441	XP_716575.1
A0A1D8PTW5	XP_716445.1
A0A1D8PU44	XP_719339.1
A0A1D8PJC4	XP_721723.2
A0A1D8PU36	XP_719332.1
Q59WG0	XP_713946.1
A0A1D8PF15	XP_019330697.1
G1UB62	XP_716979.1
Q5AD02	XP_719512.1
Q59SC5	XP_712602.1
A0A1D8PH47	XP_710125.1
A0A1D8PRG8	XP_715250.1
Q5A9B2	XP_718221.1
A0A1D8PIC3	XP_019330811.1
Q59ZE5	XP_714933.1
Q5AGZ7	XP_721379.1
A0A1D8PUB4	XP_719434.1
A0A1D8PU62	XP_719365.1
Q5A975	XP_718256.1
Q5AF98	XP_720460.1
A0A1D8PCM0	XP_718179.2
A0A1D8PJH5	XP_719963.2
A0A1D8PNS0	XP_711167.2
A0A1D8PH93	XP_712929.2
A0A1D8PJ86	XP_721767.2
A0A1D8PRF1	XP_710532.1
A0A1D8PJI3	XP_721695.2
A0A1D8PRW8	XP_717917.2
A0A1D8PNB4	XP_714584.2
Q5AI20	XP_721532.1
A0A1D8PRN4	XP_718678.1
A0A1D8PKR9	XP_019330889.1
A0A1D8PTY8	XP_019331115.1
A0A1D8PNK6	XP_720608.2
A0A1D8PIH9	XP_714565.2
Q59YE9	XP_714551.1
A0A1D8PN84	XP_711152.2
A0A1D8PMF3	XP_716576.2
Q5APE0	XP_723511.1
Q5A7Q8	XP_717780.1
Q5ALN5	XP_722585.1
A0A1D8PUA1	XP_719404.1
A0A1D8PNL9	XP_720632.2
A0A1D8PJH9	XP_019330846.1
A0A1D8PS77	XP_713411.2
Q5AAS9	XP_718820.1
A0A1D8PHR9	XP_714835.1
A0A1D8PI83	XP_714473.2
A0A1D8PI95	XP_714438.2
Q5AH78	XP_721298.1
A0A1D8PLQ3	XP_720439.2
A0A1D8PRZ2	XP_717913.2
Q5A770	XP_717629.1
A0A1D8PLZ2	XP_019330923.1
A0A1D8PHC4	XP_714906.2
A0A1D8PMQ0	XP_019330945.1
A0A1D8PS31	XP_718255.2
Q59SK8	XP_712618.1
A0A1D8PJZ0	XP_723076.2
A0A1D8PMF8	XP_019330937.1
Q5AHJ1	XP_720929.1
Q59RK4	XP_712317.1
A0A1D8PKB4	XP_714706.1
Q59WR6	XP_714344.1
A0A1D8PFM1	XP_722156.2
A0A1D8PTE6	XP_710172.2
Q59US7	XP_713324.1
Q59WE2	XP_713872.1
A0A1D8PR37	XP_721329.1
A0A1D8PJT4	XP_711002.2
A0A1D8PGP5	XP_722630.2
A0A1D8PJ10	XP_710642.2
A0A1D8PQM1	XP_019331019.1
A0A1D8PKU0	XP_719831.2
A0A1D8PT82	XP_713080.2
Q5AEB7	XP_720046.1
A0A1D8PIQ1	XP_019330818.1
A0A1D8PNK3	XP_720624.2
A0A1D8PDG2	XP_710730.2
Q5A7L7	XP_717821.1
A0A1D8PM47	XP_717218.2
Q5AF99	XP_720459.1
Q5AML3	XP_722705.1
Q5A1A5	XP_715568.1
A0A1D8PFC8	XP_716312.2
Q5AI30	XP_721520.1
Q5AL37	XP_722151.1
Q5AK03	XP_721925.1
A0A1D8PR90	XP_716962.2
A0A1D8PQ79	XP_718065.2
A0A1D8PRT3	XP_019331051.1
A0A1D8PJK5	XP_719996.2
A0A1D8PEW1	XP_711217.2
A0A1D8PPG2	XP_019330989.1
Q5A325	XP_716276.1
Q59M49	XP_710805.1
A0A1D8PHG9	XP_712822.2
A0A1D8PSP7	XP_019331079.1
A0A1D8PI59	XP_714465.2
Q5AND9	XP_723175.1
Q5A5R2	XP_717140.1
A0A1D8PLY8	XP_717114.2
Q5AGW9	XP_721405.1
A0A1D8PKQ8	XP_019330887.1
A0A1D8PPA8	XP_712298.1
A0A1D8PQH0	XP_720409.1
A0A1D8PHS4	XP_714846.2
Q59U85	XP_713123.1
Q5A0Z0	XP_715415.1
A0A1D8PUA0	XP_719401.1
A0A1D8PUA8	XP_719416.1
Q5APD2	XP_723519.1
A0A1D8PCV8	XP_721463.2
A0A1D8PQ24	XP_719141.2
Q5AHZ2	XP_721558.1
Q5AI78	XP_721474.1
Q5A5Q7	XP_717145.1
A0A1D8PU23	XP_719316.1
Q59KY7	XP_710409.1
A0A1D8PKJ7	XP_019330881.1
A0A1D8PU04	XP_711297.1
Q59M53	XP_710801.1
A0A1D8PR93	XP_019331038.1
Q59WJ3	XP_713913.1
A0A1D8PRT6	XP_019331050.1
Q59XA3	XP_714204.1
Q5A962	XP_718269.1
A0A1D8PMF4	XP_716578.2
A0A1D8PHZ6	XP_716056.2
A0A1D8PLT5	XP_720417.2
Q5ADT3	XP_719855.1
A0A1D8PSR5	XP_717393.2
A0A1D8PRX5	XP_019331053.1
A0A1D8PS48	XP_718276.2
A0A1D8PHR2	XP_714819.2
Q5A6P2	XP_717375.1
A0A1D8PH38	XP_712933.2
A0A1D8PRP0	XP_019331045.1
A0A1D8PFX8	XP_715059.1
Q59Z27	XP_714863.1
A0A1D8PSR2	XP_717381.1
Q59QW9	XP_712103.1
A0A1D8PQF6	XP_712410.2
Q5A0H6	XP_715375.1
A0A1D8PPK3	XP_714336.2
Q5APM6	XP_723427.1
Q5A675	XP_717220.1
Q5A2A1	XP_715875.1
A0A1D8PGW7	XP_720987.2
A0A1D8PRG4	XP_715236.1
Q5AJ73	XP_721790.1
A0A1D8PPG0	XP_711331.2
A0A1D8PSP9	XP_717362.2
A0A1D8PNM6	XP_712035.2
A0A1D8PIW0	XP_717813.2
Q5A7L5	XP_717825.1
A0A1D8PSL5	XP_717330.2
A0A1D8PLV2	XP_711596.2
Q59TU4	XP_713017.1
A0A1D8PT00	XP_710164.1
A0A1D8PSA5	XP_715768.2
A0A1D8PND6	XP_714595.2
A0A1D8PNW3	XP_721812.2
A0A1D8PEC5	XP_717642.2
A0A1D8PQB4	XP_718108.2
A0A1D8PIR7	XP_019330819.1
A0A1D8PFI1	XP_710786.2
A0A1D8PNJ8	XP_720594.2
A0A1D8PR96	XP_716968.1
A0A1D8PQR4	XP_720308.2
A0A1D8PGY5	XP_720990.2
A0A1D8PD21	XP_721545.2
A0A1D8PPE5	XP_711255.2
A0A1D8PGH6	XP_722578.2
A0A1D8PPJ4	XP_714337.1
Q5AMN1	XP_722687.1
A0A1D8PG21	XP_719543.2
A0A1D8PCP9	XP_712950.2
Q5AMR3	XP_722655.1
A0A1D8PRL9	XP_718675.1
Q5A7M1	XP_717817.1
Q59UZ4	XP_713434.1
A0A1D8PCW8	XP_721472.2
A0A1D8PKQ3	XP_719857.2
A0A1D8PJZ9	XP_723096.2
Q59SK0	XP_712626.1
Q5A924	XP_718133.1
A0A1D8PF26	XP_713951.2
Q59KQ3	XP_710315.1
A0A1D8PD94	XP_710411.2
Q59MG4	XP_710912.1
Q59QR8	XP_712037.1
A0A1D8PDE3	XP_713569.2
A0A1D8PQJ1	XP_720388.1
Q5ABT9	XP_719172.1
A0A1D8PND0	XP_720530.2
A0A1D8PSW1	XP_710192.2
A0A1D8PE63	XP_717597.2
A0A1D8PT03	XP_710367.1
A0A1D8PQC2	XP_019331014.1
A0A1D8PGF8	XP_722538.2
A0A1D8PPB3	XP_712310.2
A0A1D8PFD4	XP_019330709.1
A0A1D8PM80	XP_717173.2
A0A1D8PRL2	XP_019331043.1
A0A1D8PNB2	XP_714601.2
A0A1D8PDZ7	XP_713899.2
A0A1D8PGN7	XP_715372.2
A0A1D8PCC7	XP_718979.2
A0A1D8PLN5	XP_720471.2
Q5AK30	XP_721898.1
A0A1D8PU87	XP_719382.1
A0A1D8PKZ6	XP_019330894.1
A0A1D8PGU2	XP_721027.1
A0A1D8PGA1	XP_719456.2
Q59TE0	XP_712916.1
Q5APB8	XP_723533.1
Q59PU6	XP_711739.1
Q5A7M0	XP_717818.1
A0A1D8PMZ0	XP_716767.2
A0A1D8PLE7	XP_019330910.1
Q5AEJ7	XP_719969.1
Q5APH8	XP_723472.1
A0A1D8PQC3	XP_019331015.1
A0A1D8PDS7	XP_710874.1
A0A1D8PRG6	XP_715233.1
A0A1D8PTX1	XP_019331112.1
Q59T43	XP_712804.1
A0A1D8PNC8	XP_720540.1
A0A1D8PNF5	XP_720569.2
Q5A8X6	XP_718181.1
Q59QH4	XP_711969.1
Q59LT9	XP_710709.1
A0A1D8PMA1	XP_443225.2
A0A1D8PM39	XP_717228.2
A0A1D8PQL8	XP_720349.1
A0A1D8PK22	XP_019330867.1
Q5AEJ1	XP_719975.1
A0A1D8PJ26	XP_710646.1
Q59NB3	XP_711215.1
A0A1D8PSW9	XP_019331089.1
A0A1D8PNN9	XP_712036.2
Q5ANJ1	XP_723123.1
A0A1D8PT27	XP_711698.2
A0A1D8PC77	XP_019330601.1
A0A1D8PPD3	XP_711262.2
A0A1D8PL34	XP_713330.1
A0A1D8PDD9	XP_713575.2
Q59KZ4	XP_710402.1
Q5AJE0	XP_721728.1
Q59LI2	XP_710601.1
A0A1D8PNK5	XP_720637.1
Q5A333	XP_716269.1
A0A1D8PU10	XP_711306.1
A0A1D8PNX7	XP_721825.2
A0A1D8PDD7	XP_713592.2
A0A1D8PSI8	XP_715143.2
A0A1D8PKD5	XP_716628.1
A0A1D8PJL5	XP_019330843.1
Q5A7K4	XP_717833.1
A0A1D8PPM7	XP_716752.2
A0A1D8PGY4	XP_720968.2
Q5AMQ3	XP_722665.1
A0A1D8PRE9	XP_710533.1
A0A1D8PKW0	XP_710927.2
A0A1D8PMU8	XP_710511.1
A0A1D8PE68	XP_717595.1
A0A1D8PCJ5	XP_712975.2
A0A1D8PTE7	XP_710173.1
A0A1D8PQG7	XP_720414.2
A0A1D8PEE1	XP_723416.2
A0A1D8PGN3	XP_722605.2
Q5AG51	XP_720634.1
A0A1D8PS15	XP_718218.2
A0A1D8PNS4	XP_711165.2
Q5A034	XP_715131.1
A0A1D8PQ48	XP_719185.2
Q5AGY4	XP_721390.1
Q5A2T7	XP_716019.1
A0A1D8PPZ6	XP_719106.2
A0A1D8PNZ8	XP_721848.2
Q5A2B2	XP_715864.1
Q59M30	XP_710787.1
Q5A5Q3	XP_717149.1
A0A1D8PDW6	XP_718814.2
A0A1D8PR62	XP_716991.2
Q5A1L8	XP_715739.1
A0A1D8PCC4	XP_718989.2
A0A1D8PLK6	XP_720510.2
A0A1D8PPA3	XP_712300.1
A0A1D8PLC0	XP_722706.2
Q59Z52	XP_714838.1
A0A1D8PK68	XP_714682.1
A0A1D8PTA6	XP_713076.2
Q5ANH8	XP_723137.1
A0A1D8PJN1	XP_720020.2
Q5AMP6	XP_722672.1
Q5AKC2	XP_721809.1
Q5A396	XP_716210.1
A0A1D8PP58	XP_721917.2
A0A1D8PTB5	XP_019331094.1
Q59TA9	XP_712947.1
A0A1D8PEZ3	XP_713933.2
Q5AEL8	XP_719949.1
A0A1D8PEP6	XP_019330685.1
A0A1D8PTX6	XP_716441.1
A0A1D8PGH3	XP_722544.1
Q59SD2	XP_712595.1
Q5AKB6	XP_721815.1
Q5A6Q6	XP_717361.1
Q5ADW1	XP_719829.1
Q59U61	XP_713147.1
A0A1D8PCR3	XP_721427.2
A0A1D8PGU3	XP_721014.2
A0A1D8PDD1	XP_713588.2
A0A1D8PFH0	XP_711559.2
A0A1D8PS93	XP_715753.2
A0A1D8PF22	XP_713903.2
A0A1D8PQJ5	XP_720385.1
A0A1D8PJ72	XP_721789.2
A0A1D8PLT2	XP_710306.1
A0A1D8PDX9	XP_718809.2
A0A1D8PPC2	XP_712319.1
A0A1D8PRB4	XP_711678.2
Q59UQ6	XP_713345.1
A0A1D8PEE3	XP_723430.2
Q5A5P4	XP_717159.1
A0A1D8PDV9	XP_718831.2
A0A1D8PFL9	XP_019330719.1
A0A1D8PSD0	XP_713252.2
Q5ALM6	XP_722595.1
A0A1D8PM30	XP_019330925.1
A0A1D8PHJ1	XP_714287.2
A0A1D8PCH9	XP_019330610.1
A0A1D8PRC4	XP_711685.2
A0A1D8PNA7	XP_714587.2
A0A1D8PL95	XP_722733.2
Q59U53	XP_713157.1
A0A1D8PR36	XP_721307.1
A0A1D8PP28	XP_721882.2
A0A1D8PP34	XP_721895.2
Q5APK5	XP_723445.1
A0A1D8PQD3	XP_712100.2
A0A1D8PQP8	XP_720334.1
Q5ADQ1	XP_719886.1
A0A1D8PGB0	XP_719452.2
A0A1D8PLJ2	XP_720521.2
A0A1D8PHU0	XP_714849.2
Q5A779	XP_717620.1
A0A1D8PGR0	XP_715350.2
A0A1D8PI07	XP_714858.2
A0A1D8PK98	XP_714686.1
A0A1D8PJN6	XP_719987.2
A0A1D8PD13	XP_721547.2
A0A1D8PMV7	XP_019330948.1
Q59UR2	XP_713339.1
A0A1D8PM02	XP_717099.2
A0A1D8PFQ0	XP_722193.2
A0A1D8PKZ9	XP_019330897.1
Q5AJ84	XP_721780.1
A0A1D8PPS0	XP_710847.2
A0A1D8PCY7	XP_721517.2
A0A1D8PP94	XP_710495.2
A0A1D8PGI3	XP_722563.2
A0A1D8PKC7	XP_716616.1
Q59PT7	XP_711693.1
Q59WV7	XP_714304.1
A0A1D8PD33	XP_721563.2
Q5A2A7	XP_715869.1
A0A1D8PJX7	XP_711004.2
A0A1D8PRQ6	XP_718646.1
A0A1D8PI13	XP_019330797.1
Q5A7S8	XP_717763.1
Q5AKV6	XP_722224.1
A0A1D8PT92	XP_711770.2
A0A1D8PP54	XP_721915.2
A0A1D8PDP9	XP_718476.1
Q59TS4	XP_713036.1
A0A1D8PCJ6	XP_718183.1
A0A1D8PP03	XP_019330978.1
Q5A0I8	XP_715364.1
Q5AMF9	XP_722755.1
A0A1D8PED9	XP_019330679.1
A0A1D8PCL8	XP_019330614.1
A0A1D8PM16	XP_717095.2
A0A1D8PQU3	XP_019331026.1
A0A1D8PJG4	XP_719938.2
Q59V92	XP_713489.1
A0A1D8PJH6	XP_719956.2
A0A1D8PR42	XP_721319.2
Q5AHI3	XP_720937.1
A0A1D8PQ69	XP_718064.2
A0A1D8PHC7	XP_714927.2
A0A1D8PTF1	XP_713090.2
A0A1D8PF46	XP_713800.2
Q5A927	XP_718130.1
A0A1D8PNG9	XP_720543.2
A0A1D8PKC3	XP_019330876.1
A0A1D8PLC1	XP_722701.2
A0A1D8PHG0	XP_019330782.1
A0A1D8PI45	XP_716037.2
Q59UY6	XP_713442.1
Q59SI1	XP_712645.1
A0A1D8PRB0	XP_711680.2
A0A1D8PL04	XP_710931.1
A0A1D8PFA3	XP_713026.2
A0A1D8PNU6	XP_710668.2
Q5APC3	XP_723528.1
A0A1D8PJA1	XP_721752.2
Q5AA15	XP_718490.1
A0A1D8PJX4	XP_019330852.1
A0A1D8PFI8	XP_019330718.1
Q5A9A9	XP_718224.1
Q59Z67	XP_714822.1
Q5AHE0	XP_720980.1
Q5A328	XP_716273.1
A0A1D8PRK7	XP_715189.1
A0A1D8PCJ7	XP_712973.1
A0A1D8PSB2	XP_715763.2
A0A1D8PRI8	XP_715219.1
A0A1D8PPZ5	XP_719098.2
A0A1D8PMR4	XP_715409.2
A0A1D8PME0	XP_716560.2
Q5ALM0	XP_722601.1
Q59KV5	XP_710377.1
A0A1D8PT64	XP_713501.2
Q59ZE6	XP_714932.1
A0A1D8PNU4	XP_710952.2
Q5APB9	XP_723532.1
A0A1D8PMA7	XP_712247.1
A0A1D8PJ23	XP_019330827.1
A0A1D8PP60	XP_721921.2
A0A1D8PJZ1	XP_712737.2
G1UAZ9	XP_716980.1
A0A1D8PEQ8	XP_723549.1
Q59ZF4	XP_714924.1
A0A1D8PEJ7	XP_723465.1
Q5AKV7	XP_722223.1
A0A1D8PG44	XP_719528.2
A0A1D8PJM6	XP_719971.2
A0A1D8PS92	XP_715749.2
Q59SJ3	XP_712633.1
A0A1D8PET0	XP_723567.2
A0A1D8PJK7	XP_719960.2
Q59P92	XP_711552.1
A0A1D8PKP8	XP_019330886.1
A0A1D8PCY0	XP_721510.2
A0A1D8PH41	XP_720936.2
A0A1D8PLA4	XP_722720.2
A0A1D8PDL5	XP_718514.2
Q5A327	XP_716274.1
Q5A683	XP_717214.1
A0A1D8PFB2	XP_716327.2
A0A1D8PQG9	XP_720415.2
A0A1D8PJR4	XP_712753.1
A0A1D8PF73	XP_713030.2
A0A1D8PMT4	XP_019330946.1
Q5AN96	XP_723215.1
Q5AK79	XP_721850.1
Q5A0H3	XP_715378.1
Q59WD1	XP_713882.1
A0A1D8PL08	XP_019330899.1
Q5AP78	XP_723569.1
A0A1D8PM92	XP_710995.2
A0A1D8PH36	XP_720925.2
Q59Q30	XP_711841.1
A0A1D8PSQ9	XP_717378.2
Q59T95	XP_712961.1
A0A1D8PNP8	XP_711419.1
A0A1D8PSF1	XP_713224.2
A0A1D8PNR5	XP_711409.1
A0A1D8PCC6	XP_019330604.1
A0A1D8PSK2	XP_019331075.1
A0A1D8PH81	XP_710598.2
A0A1D8PKC5	XP_716610.1
A0A1D8PJF0	XP_721709.2
Q5A863	XP_717955.1
A0A1D8PDT7	XP_718864.2
A0A1D8PRM3	XP_715178.1
Q5AF38	XP_720518.1
Q5A2I3	XP_716063.1
A0A1D8PN24	XP_715743.2
Q5A2T8	XP_716018.1
A0A1D8PLV8	XP_709948.2
Q5AI14	XP_721536.1
A0A1D8PCI8	XP_019330611.1
A0A1D8PCP7	XP_713784.2
A0A1D8PRQ2	XP_718659.1
Q5AGF9	XP_720531.1
A0A1D8PH95	XP_710286.2
A0A1D8PGP7	XP_715367.2
A0A1D8PHB9	XP_714922.2
A0A1D8PMU4	XP_710517.1
Q5A399	XP_716206.1
A0A1D8PQF0	XP_712108.2
A0A1D8PL41	XP_710021.2
A0A1D8PEK8	XP_723491.2
A0A1D8PLC3	XP_722693.2
Q5AKV4	XP_722226.1
A0A1D8PHQ0	XP_709982.1
Q5AAW1	XP_718790.1
A0A1D8PDM8	XP_718487.2
A0A1D8PTX2	XP_716459.1
A0A1D8PPB9	XP_712313.2
A0A1D8PP27	XP_721885.2
A0A1D8PKH1	XP_716091.1
A0A1D8PJF7	XP_019330839.1
A0A1D8PJV7	XP_712758.2
A0A1D8PGX9	XP_720979.1
Q59WC8	XP_713885.1
Q5AAN6	XP_718862.1
A0A1D8PD04	XP_721540.2
A0A1D8PS75	XP_713422.2
Q59SI4	XP_712642.1
Q59QD0	XP_711876.1
A0A1D8PPX1	XP_719089.1
A0A1D8PGP8	XP_019330755.1
A0A1D8PPM9	XP_716740.1
A0A1D8PPQ3	XP_019331002.1
Q5AB94	XP_719038.1
Q5A315	XP_716285.1
Q5AP67	XP_723578.1
A0A1D8PTV9	XP_716434.1
Q5APF1	XP_723500.1
A0A1D8PHZ3	XP_713133.2
A0A1D8PDL0	XP_019330651.1
A0A1D8PHP4	XP_711843.2
Q59QN4	XP_711986.1
A0A1D8PFN5	XP_722173.2
Q59X09	XP_714291.1
Q5AMP5	XP_722673.1
A0A1D8PET9	XP_723584.2
Q5AKW5	XP_722216.1
A0A1D8PM68	XP_717211.2
A0A1D8PJN7	XP_720014.2
A0A1D8PTG0	XP_712350.2
Q5AF71	XP_720487.1
A0A1D8PJF5	XP_721686.1
A0A1D8PLS6	XP_019330919.1
A0A1D8PG97	XP_019330745.1
A0A1D8PU39	XP_719329.1
A0A1D8PN34	XP_715719.2
Q59LZ6	XP_710748.1
Q5A5R5	XP_717137.1
Q5A386	XP_716218.1
A0A1D8PNB0	XP_019330961.1
A0A1D8PNM1	XP_720646.2
Q59Q33	XP_711838.1
Q5AA21	XP_718485.1
A0A1D8PEE6	XP_723422.2
Q5AIB8	XP_721434.1
A0A1D8PQ80	XP_718067.2
A0A1D8PE92	XP_717635.2
A0A1D8PTX3	XP_716460.1
Q5ADR3	XP_719874.1
A0A1D8PER2	XP_723553.2
Q5ALV6	XP_722520.1
A0A1D8PHT6	XP_714837.2
Q5A8Y7	XP_718170.1
A0A1D8PQR5	XP_720311.1
Q5ALV0	XP_722525.1
A0A1D8PE96	XP_717638.2
Q5A207	XP_715767.1
A0A1D8PF20	XP_713920.2
A0A1D8PMU0	XP_710523.2
A0A1D8PDB5	XP_713591.2
A0A1D8PCP6	XP_713777.2
Q59Q42	XP_711829.1
A0A1D8PMZ3	XP_716759.2
A0A1D8PFM9	XP_019330721.1
A0A1D8PHI0	XP_019330783.1
A0A1D8PNT7	XP_710958.2
A0A1D8PJP6	XP_019330848.1
Q59VZ4	XP_713758.1
A0A1D8PFJ5	XP_722135.2
A0A1D8PME5	XP_716567.2
A0A1D8PNH1	XP_720554.2
A0A1D8PII2	XP_714537.2
Q5A6P1	XP_717376.1
A0A1D8PCQ2	XP_721426.2
A0A1D8PRG7	XP_715241.1
A0A1D8PSI7	XP_715144.2
A0A1D8PMH1	XP_711863.2
Q59QN6	XP_711984.1
Q5A1C1	XP_715554.1
Q59VM6	XP_713671.1
Q5A2A0	XP_715876.1
A0A1D8PDQ5	XP_710103.2
Q59PZ5	XP_711778.1
A0A1D8PHP3	XP_019330788.1
Q5AMH1	XP_722744.1
A0A1D8PJ73	XP_721781.2
A0A1D8PLC6	XP_722696.2
Q5AA23	XP_718483.1
Q59YH1	XP_714529.1
A0A1D8PD61	XP_711962.2
Q5A2S9	XP_716027.1
Q5A4L1	XP_716737.1
A0A1D8PLR0	XP_720434.1
Q5AK98	XP_721832.1
Q5A6P5	XP_717373.1
A0A1D8PHY3	XP_716053.2
A0A1D8PD35	XP_713639.1
Q5AH14	XP_721362.1
A0A1D8PJD2	XP_721705.2
Q5AK00	XP_721929.1
Q5ADW5	XP_719825.1
A0A1D8PGW4	XP_720981.2
A0A1D8PU13	XP_711298.1
A0A1D8PFI2	XP_711574.2
A0A1D8PKW9	XP_710940.1
A0A1D8PTP0	XP_716211.2
Q59WT3	XP_714324.1
A0A1D8PFU7	XP_715029.1
A0A1D8PHW6	XP_714869.2
A0A1D8PTU9	XP_716416.1
A0A1D8PPF9	XP_711320.2
A0A1D8PD11	XP_721551.2
Q5AP69	XP_723576.1
Q5ANE7	XP_723167.1
A0A1D8PF61	XP_713907.2
Q5AHE9	XP_720971.1
Q59L46	XP_710482.1
Q5A017	XP_715147.1
Q59UY8	XP_713440.1
A0A1D8PCR0	XP_713788.2
A0A1D8PDP2	XP_718484.2
A0A1D8PR50	XP_019331036.1
A0A1D8PR11	XP_019331034.1
A0A1D8PM07	XP_717094.2
A0A1D8PML3	XP_715546.2
A0A1D8PCD8	XP_718116.1
A0A1D8PHT1	XP_710373.2
A0A1D8PSC6	XP_715788.2
Q59T38	XP_712808.1
Q5AD04	XP_719510.1
A0A1D8PH70	XP_712928.2
A0A1D8PNU1	XP_019330973.1
A0A1D8PIJ0	XP_714554.2
A0A1D8PJ87	XP_721758.2
Q5A7R0	XP_717778.1
A0A1D8PN08	XP_714210.1
Q5AMR4	XP_722654.1
Q5ANH0	XP_723145.1
A0A1D8PTT5	XP_019331110.1
Q5AJC4	XP_721744.1
Q5AB78	XP_719053.1
A0A1D8PRQ5	XP_718631.2
A0A1D8PFN9	XP_019330722.1
Q5A8Y6	XP_718171.1
A0A1D8PKA3	XP_716602.1
A0A1D8PRR2	XP_717977.2
A0A1D8PJJ8	XP_719947.2
A0A1D8PL62	XP_722758.2
A0A1D8PRZ3	XP_718201.2
A0A1D8PMB6	XP_711446.2
Q5A934	XP_718123.1
A0A1D8PIG5	XP_714260.2
Q59LT5	XP_710713.1
A0A1D8PI66	XP_716036.2
Q5AHZ4	XP_721556.1
Q59W60	XP_713797.1
Q59Y64	XP_714432.1
A0A1D8PSJ5	XP_715145.2
Q5ABE6	XP_718986.1
A0A1D8PRF3	XP_715247.1
A0A1D8PIS7	XP_717168.2
A0A1D8PH22	XP_720919.1
A0A1D8PDL9	XP_718500.1
A0A1D8PSE1	XP_019331069.1
A0A1D8PMT5	XP_019330947.1
Q5A759	XP_717640.1
A0A1D8PLI2	XP_720525.2
A0A1D8PDQ9	XP_710876.2
A0A1D8PSM7	XP_717349.2
A0A1D8PIC8	XP_714445.2
A0A1D8PQL0	XP_720363.1
A0A1D8PDE1	XP_713572.2
Q59N83	XP_711157.1
Q5AND6	XP_723178.1
Q5A7L4	XP_717823.1
Q59NQ5	XP_711351.1
A0A1D8PKA4	XP_716594.1
A0A1D8PMB7	XP_711450.1
A0A1D8PGM7	XP_019330752.1
A0A1D8PL05	XP_019330900.1
Q5AFA9	XP_720451.1
A0A1D8PN03	XP_714207.2
Q5ADT5	XP_719853.1
Q59VY5	XP_713767.1
A0A1D8PTV1	XP_716425.1
Q59RK1	XP_712320.1
Q5A7K0	XP_717837.1
Q5A9Z7	XP_718508.1
Q5ADU7	XP_719841.1
A0A1D8PH30	XP_720932.1
A0A1D8PSW8	XP_710190.2
Q5AKZ2	XP_722191.1
Q5AMK4	XP_722714.1
Q59PS6	XP_711704.1
A0A1D8PJV5	XP_019330859.1
Q5AAW5	XP_718786.1
A0A1D8PEZ5	XP_713924.2
A0A1D8PC79	XP_019330599.1
Q5ANB5	XP_723199.1
A0A1D8PNE5	XP_720555.2
A0A1D8PG60	XP_719511.2
Q5AMS2	XP_722646.1
Q59LK7	XP_710618.1
A0A1D8PQ66	XP_718052.2
A0A1D8PNG1	XP_720559.2
A0A1D8PP39	XP_721891.2
A0A1D8PT02	XP_710366.1
Q5AL54	XP_722134.1
A0A1D8PG18	XP_719561.2
A0A1D8PP13	XP_721853.2
Q5ADT0	XP_719859.1
A0A1D8PEN6	XP_723471.2
Q5ANN8	XP_723078.1
Q5A371	XP_716232.1
A0A1D8PJF3	XP_721688.2
A0A1D8PK90	XP_714674.1
A0A1D8PHF9	XP_714942.2
A0A1D8PLA7	XP_722734.2
A0A1D8PNR0	XP_711427.1
A0A1D8PMH8	XP_710311.1
A0A1D8PQ94	XP_718085.2
A0A1D8PQP3	XP_720337.1
A0A1D8PFY5	XP_715060.1
A0A1D8PU69	XP_719372.1
A0A1D8PQP9	XP_720316.1
A0A1D8PQJ0	XP_720382.1
A0A1D8PH44	XP_710123.2
A0A1D8PSG8	XP_715164.2
Q59YG0	XP_714540.1
A0A1D8PKI0	XP_716103.1
A0A1D8PTR4	XP_019331108.1
A0A1D8PTP3	XP_716231.2
A0A1D8PM94	XP_710989.2
Q59NC4	XP_711204.1
A0A1D8PS07	XP_718205.2
A0A1D8PDC2	XP_712243.1
Q5A954	XP_718277.1
