From	To
C5M405	ctp:CTRG_00794
I1GLG8	bdi:100845467
C5M208	ctp:CTRG_00097
C5MD21	ctp:CTRG_04122
K3YTG6	sita:101778974
K3Y8F8	sita:101757505
K4A1Y0	sita:101768350
C5MJ22	ctp:CTRG_06065
K3XEU9	sita:101783133
C5M5P6	ctp:CTRG_01176
C5MHH7	ctp:CTRG_05531
C5MHJ4	ctp:CTRG_05548
C5M7B3	ctp:CTRG_01745
C5M579	ctp:CTRG_02057
K3YPA0	sita:101785421
K3Y5M5	sita:101777518
C5MAW7	ctp:CTRG_03209
K3XFP7	sita:101769762
K3Y897	sita:101774546
K3YUZ5	sita:101775443
C5MHC8	ctp:CTRG_05482
C5M813	ctp:CTRG_02535
C5MCD7	ctp:CTRG_03729
C5ME67	ctp:CTRG_04359
C5MHI1	ctp:CTRG_05535
C5M9W7	ctp:CTRG_02279
C5MBG3	ctp:CTRG_03405
K3XX12	sita:101785379
K3Z657	sita:101785474
C5MCD8	ctp:CTRG_03730
C5MGD9	ctp:CTRG_05132
K3Y6Q2	sita:101781954
C5M5P0	ctp:CTRG_01170
C5MJ58	ctp:CTRG_06101
J3M0L1	obr:102706836
K3Z942	sita:101757652
A0A0N1RYY6	paq:PAGR_g3504
D4GJQ1	pam:PANA_0694
K3ZEJ0	sita:101784284
C5M3D0	ctp:CTRG_00569
K3Y5C5	sita:101755202
K3XY85	sita:101783109
B4FNQ6	zma:100272454
C5M3D5	ctp:CTRG_00574
A5E208	lel:LELG_03645
C5MJ51	ctp:CTRG_06094
K3XVC1	sita:101769347
C5MHR9	ctp:CTRG_05612
K3Z6M2	sita:101770931
C5M3F0	ctp:CTRG_00589
Q84YF1	sbi:SORBI_08g002290
C0PG74	zma:100383468
A0A072VJK6	mtr:MTR_1g054715
C5MH61	ctp:CTRG_05415
K4AD17	sita:101785639
C5M924	ctp:CTRG_02896
K3ZSC8	sita:101762098
K3YMD5	sita:101760209
K3Y7N8	sita:101784922
C4J8S7	zma:100502152
C5YPU5	sbi:SORBI_08g018330
K4A837	sita:101765401
K3XIG4	sita:101780428
J3LN30	obr:102699386
C5MHH5	ctp:CTRG_05529
C5M3Y4	ctp:CTRG_00773
K3ZD36	sita:101777568
K4A885	sita:101754197
C5MFC7	ctp:CTRG_04770
C5M5C9	ctp:CTRG_02107
C5MDW8	ctp:CTRG_03870
B4FDL9	zma:100193052
B4FZU8	zma:100274264
K3YRF5	sita:101778564
B6TZ34	zma:100284951
I1GNM8	bdi:104582483
C5X0Y2	sbi:SORBI_01g049240
C5XZ01	sbi:SORBI_04g008750
C5M6K1	ctp:CTRG_01482
K4A7H7	sita:101774298
K3YZ71	sita:101759930
C5M3E1	ctp:CTRG_00580
K3XWV7	sita:101769603
C5MFT1	ctp:CTRG_04924
C5YQ25	sbi:SORBI_08g000555
B9WDZ1	cdu:CD36_83870
C5MHY3	ctp:CTRG_05676
C5M8P6	ctp:CTRG_02768
K3ZR51	sita:101757780
C5X9N4	sbi:SORBI_02g003380
C5ME16	ctp:CTRG_04308
C5YIH2	sbi:SORBI_07g005800
C5MC56	ctp:CTRG_03648
K3Z5T3	sita:101772400
K3ZQ92	sita:101758988
K3XH06	sita:101753692
K3Y767	sita:101757501
K4A4S6	sita:101778793
K3XJJ7	sita:101761390
C5M8I3	ctp:CTRG_02705
K3XYG6	sita:101753247
K3XWA2	sita:101765811
I1I3X4	bdi:100845819
K4A567	sita:101761209
B6U0J9	zma:100285072
Q2QMX9	osa:4352664
C5M923	ctp:CTRG_02895
K3ZQU5	sita:101775199
K3ZR17	sita:101764527
K3Y782	sita:101780602
K3YC01	sita:101779140
K3Z8V3	sita:106804238
K3YMN3	sita:101775584
B7ZZ11	zma:100279604
C5MGD4	ctp:CTRG_05127
C5M9R9	ctp:CTRG_02231
C5MJ40	ctp:CTRG_06083
K3ZHL4	sita:101756442
K3XWJ8	sita:101784847
C5MBF9	ctp:CTRG_03401
C5M3C6	ctp:CTRG_00565
K3XUZ7	sita:101753251
K3ZQI0	sita:101766992
K3XUS6	sita:101775958
A0A0Q3LGJ1	bdi:100833115
Q2QM64	osa:4352794
C5MJ37	ctp:CTRG_06080
K3YJ97	sita:101776397
K4A9M5	sita:101780933
K3Y292	sita:101776763
Q8K9Y8	bas:BUsg_146
K3YP85	sita:101773704
K4A9I3	sita:101784978
K3Z684	sita:101759562
C5M649	ctp:CTRG_01330
C5M649	ctp:CTRG_01336
K3ZHQ8	sita:101773619
C5MDN0	ctp:CTRG_03782
K4A7U9	sita:101785510
K3XEM3	sita:101758683
K3ZQ39	sita:101783040
K3YRV4	sita:101769932
K4AL50	sita:101773081
A5DNF8	pgu:PGUG_04809
C5MFZ3	ctp:CTRG_04986
K3Y5Q8	sita:101780218
Q2RB27	osa:4349656
K3XDS5	sita:101784057
C5MBC5	ctp:CTRG_03367
C5M9C4	ctp:CTRG_02996
C5M8Y2	ctp:CTRG_02854
K3Z5C8	sita:101761715
K3ZS45	sita:101767255
C5M470	ctp:CTRG_00859
C5MCN4	ctp:CTRG_03985
C5MC44	ctp:CTRG_03636
C5MHI9	ctp:CTRG_05543
K3YQE6	sita:101764106
K3YH53	sita:101758430
K4A4Z9	sita:101779721
C5YJ58	sbi:SORBI_07g028153
K3YM02	sita:101764236
K3ZX66	sita:105913557
C5MF97	ctp:CTRG_04740
C5M4A4	ctp:CTRG_00894
K3XDX3	sita:101785005
C5Y9M2	sbi:SORBI_06g031660
K3ZET3	sita:101785344
K3YRP5	sita:101783147
C5MH05	ctp:CTRG_05359
Q84TA1	osa:4334598
K3XH05	sita:101765292
C5MIV6	ctp:CTRG_05999
C5M808	ctp:CTRG_02530
K3Y631	sita:101782216
C5MI78	ctp:CTRG_05771
K3XXS9	sita:101781082
C5MA62	ctp:CTRG_02374
C5MJ55	ctp:CTRG_06098
K3XIT1	sita:101770983
K3XIV6	sita:101760834
K4AC16	sita:101760397
K3Y4M4	sita:101781548
C5M990	ctp:CTRG_02962
K3YG11	sita:101757086
C5MGW4	ctp:CTRG_05318
C5Z998	sbi:SORBI_10g029260
K3XH92	sita:101763688
K7U2E4	zma:103641531
K3XGV5	sita:101768416
Q96W54	cal:CaO19.6265
Q96W54	cal:CaO19.13644
K4A707	sita:101782398
C5M3N8	ctp:CTRG_00677
K3Z399	sita:101762676
K3ZIY6	sita:101781566
K3Y5X8	sita:101773588
B4FWB9	zma:100273569
K3YN97	sita:101757093
K3XIT9	sita:101773397
K4A1G3	sita:101755749
K3Y9T8	sita:101762773
K3YEL7	sita:101757647
K4A507	sita:101772271
K3ZQQ9	sita:101769814
Q59VN4	cal:CaO19.9412
Q59VN4	cal:CaO19.1059
Q59VN4	cal:CaO19.8661
Q59VN4	cal:CaO19.1854
K3XY59	sita:101784852
B4FYQ7	zma:100274039
K3Z357	sita:101765127
K3ZHU8	sita:101779436
K3ZQZ7	sita:101777665
C5MHC6	ctp:CTRG_05480
C5MCG2	ctp:CTRG_03913
C5M9R7	ctp:CTRG_02229
K3XSF3	sita:101782989
K3Z545	sita:101773348
K3Z606	sita:101766880
K3XI90	sita:101772984
K3Y7X2	sita:101752767
C0P4H8	zma:100382112
K3ZHR3	sita:101770386
K4A8C2	sita:101777831
C5M8W5	ctp:CTRG_02837
K3ZQB7	sita:101785318
K4A783	sita:101768773
C5M703	ctp:CTRG_01634
B9WDZ3	cdu:CD36_83890
K3Z6R5	sita:101756593
K4A615	sita:101786954
C5XJ23	sbi:SORBI_03g033640
K4A540	sita:101774300
C5M5U4	ctp:CTRG_01225
C5M5U4	ctp:CTRG_01258
K3ZQN3	sita:101771676
K4A7I4	sita:101786301
K4ACK4	sita:101758359
K3ZH36	sita:101771830
K3YPS3	sita:101769104
C5YCN5	sbi:SORBI_06g002080
C5M4W6	ctp:CTRG_01944
C5MB49	ctp:CTRG_03291
K3YTF1	sita:101766536
K3Z3U6	sita:101785471
K3Y9L7	sita:101756304
K3Z4X2	sita:101772411
K3Z5Y5	sita:101765649
C5MGZ1	ctp:CTRG_05345
C5MCA6	ctp:CTRG_03698
C5MC97	ctp:CTRG_03689
K3Z3T6	sita:101785224
C5MBQ3	ctp:CTRG_03495
K3XK60	sita:101773256
K3YU41	sita:101775162
K3XEC9	sita:101776382
K4AMJ2	sita:101764041
C5M4Y9	ctp:CTRG_01967
C5MGF0	ctp:CTRG_05143
K3XWR9	sita:101785105
K3ZU09	sita:101784795
K3XHY2	sita:101775826
A0A096QRT2	zma:103627366
C5YSB3	sbi:SORBI_08g004125
C5MB97	ctp:CTRG_03339
K3XDZ6	sita:101770185
K3ZHB0	sita:101767154
K3Z6D2	sita:101756599
K3XJ47	sita:101781909
C5YE56	sbi:SORBI_06g025980
K3Y4V5	sita:101761823
B4FBV8	zma:100192580
I1J3K8	bdi:100824553
C5Z1W2	sbi:SORBI_10g030220
C5M688	ctp:CTRG_01369
C5M6S4	ctp:CTRG_01555
K3XFZ7	sita:101764891
K4AMK8	sita:101756196
K3XE44	sita:101782572
C5M5Z2	ctp:CTRG_01273
K3XUW3	sita:101783914
K3XJE7	sita:101769493
K3Y359	sita:101773648
K3Y1H7	sita:101760543
K3Y3N3	sita:101754482
K4A510	sita:101765677
K4ACD7	sita:101756211
K4A6C8	sita:101785108
C5M3A8	ctp:CTRG_00547
C5XXR6	sbi:SORBI_04g026320
K4AF67	sita:101781861
K3Z4V9	sita:101754440
K3Y717	sita:101753179
C5MGB2	ctp:CTRG_05105
K3Z0J0	sita:101767376
K3XED1	sita:101762322
C5MA65	ctp:CTRG_02377
K3Z5H9	sita:101786945
K4A5E7	sita:101782673
C0HG48	zma:100285422
K3Z3T4	sita:101769575
C5WWI9	sbi:SORBI_01g032340
C5M894	ctp:CTRG_02643
C5M894	ctp:CTRG_02616
C5MDS6	ctp:CTRG_03828
K3YPX7	sita:101783671
K3Z8H0	sita:101756330
K3Z3D7	sita:101777964
C5M6W3	ctp:CTRG_01594
K3YSH7	sita:101762891
C5MBM8	ctp:CTRG_03470
K3XVD5	sita:101774182
K3XGB3	sita:101754751
C5M640	ctp:CTRG_01321
C5M4L2	ctp:CTRG_01002
C5Z0X5	sbi:SORBI_09g025470
K3YZN0	sita:101760991
B6TJN8	zma:100283581
A0A0H3KY82	paj:PAJ_1923
A0A0N1RU46	paq:PAGR_g1393
D4GJ52	pam:PANA_2635
K3XLC1	sita:101770436
K3Y7K3	sita:101781158
C5XJR8	sbi:SORBI_03g013450
K3XJ72	sita:101786070
C5MD38	ctp:CTRG_04139
K4A7G6	sita:101785488
K3Y4Q8	sita:101758192
K3ZQB1	sita:101755884
K3YC63	sita:101779020
K3Z5Y3	sita:101753618
C5M9V0	ctp:CTRG_02262
C5M6Q8	ctp:CTRG_01539
K3XE36	sita:101759633
E0VKF0	phu:Phum_PHUM262610
K7V3P1	zma:103636522
C5MGA3	ctp:CTRG_05096
K3YQ54	sita:101779520
K3XZB4	sita:101777443
K3Y1J1	sita:101766357
K3XHG1	sita:101752479
C5MGD8	ctp:CTRG_05131
C5M266	ctp:CTRG_00155
K3YSR3	sita:101761129
K3XE00	sita:101765569
K3ZRM2	sita:101760213
K3YGZ9	sita:101781133
K4AA69	sita:101758255
K3ZQU6	sita:101779000
G7J0Z7	mtr:MTR_3g035620
K3YWK3	sita:101767624
K4AEZ0	sita:101773492
K3ZR05	sita:101766420
K3XGJ4	sita:101766804
Q8KA49	bas:BUsg_062
K3YPA6	sita:101785827
C5M509	ctp:CTRG_01987
C5M6R9	ctp:CTRG_01550
K3Z7C0	sita:101767689
K3XJ94	sita:101776229
G3AFL8	spaa:SPAPADRAFT_53368
K3YJB7	sita:101779782
K4AC70	sita:101784571
I1GTI3	bdi:100834994
C0PGU4	zma:100383541
K4AAZ7	sita:101779860
K3YQZ8	sita:101753142
C5MGB9	ctp:CTRG_05112
K3YMX3	sita:101756547
C6BCY9	rpf:Rpic12D_2428
K3Z5D3	sita:101757405
C5MAT9	ctp:CTRG_03181
C5M972	ctp:CTRG_02944
C0HDS7	zma:100304216
C5XA09	sbi:SORBI_02g034720
K3ZS35	sita:101784786
B9ESX6	osa:4324505
C5M9L5	ctp:CTRG_02177
I1IJ05	bdi:100839238
K4A545	sita:101776185
K3Z4R1	sita:101773763
K4ABM3	sita:101754854
C5MHQ8	ctp:CTRG_05601
C5M4F2	ctp:CTRG_00942
K3YRS9	sita:101777323
C5M510	ctp:CTRG_01988
K3XXQ8	sita:101772021
C5MJJ0	ctp:CTRG_06233
K3YG26	sita:101778990
K3YVI3	sita:101770874
K3Y742	sita:101784382
K3YCT2	sita:101759143
C5MGV2	ctp:CTRG_05306
K3Z6L3	sita:101764837
K3ZHD9	sita:101759434
K3ZJF4	sita:101760368
K3XEQ4	sita:101786357
B6TZ40	zma:100284953
K3Y881	sita:101766030
C0PCF2	zma:100284783
C0PCF2	zma:103652856
K3XYD4	sita:101771218
A0A072URG7	mtr:MTR_4g119422
K3XEC4	sita:101782567
K4A596	sita:101763676
K3YQB0	sita:101763692
K3Z5D2	sita:101752682
K3XE30	sita:101755300
K3XKB2	sita:101776095
C5M4U4	ctp:CTRG_01922
K3YH67	sita:101756539
K3Y5W3	sita:101766443
K3Y576	sita:105914855
K3XIY9	sita:101776100
K4AA34	sita:101773511
C5MAE6	ctp:CTRG_03038
K3YE25	sita:101755770
K3XE81	sita:101779613
B6UDC6	zma:100286027
K4A5M0	sita:101756871
K3Z3C9	sita:101762140
K3ZVA6	sita:101762108
K3Y560	sita:101775462
K3Z6D3	sita:101752680
K3XQP8	sita:101775722
K4A8T2	sita:101762444
K3Y370	sita:101770965
K3XF99	sita:101780559
K3ZTL7	sita:101755204
K3XV88	sita:101754478
K4A6N9	sita:101774858
K3YGQ7	sita:101756953
C5MBP1	ctp:CTRG_03483
C5MDF2	ctp:CTRG_04253
K3ZXV5	sita:101767128
K4A5Y3	sita:101756890
K3XE29	sita:101772452
K3XWF4	sita:101774990
K3XGI2	sita:101755168
K3XXR0	sita:101767983
K4A959	sita:101781593
K3Z3A2	sita:101784941
K4A459	sita:101762096
B4F9L1	zma:100191644
K3Y6D5	sita:101781825
C5MDC3	ctp:CTRG_04224
C5MDF8	ctp:CTRG_04259
K4ADX1	sita:101761469
K4AF75	sita:101776591
K3Y530	sita:101771284
K3ZRR4	sita:101759129
K3XEQ7	sita:101773948
K4AL72	sita:101758510
K3Y1B3	sita:101778787
C5XJZ6	sbi:SORBI_03g034230
C0PM68	zma:100384169
K3Y871	sita:101770781
K3ZDH2	sita:101781463
K3YCR2	sita:101753059
A5DUL2	lel:LELG_01048
K3Y4T2	sita:101779541
K3YGY5	sita:101756280
C5MCY0	ctp:CTRG_04081
K4AEP4	sita:101784719
C5MIU2	ctp:CTRG_05985
A0A0Q3GU67	bdi:100832385
K3ZI61	sita:101767550
K3YPQ2	sita:101761128
C5M585	ctp:CTRG_02063
C5Z5B1	sbi:SORBI_10g004990
C5MG59	ctp:CTRG_05052
C5M884	ctp:CTRG_02606
K4AB74	sita:101756199
C5MFU6	ctp:CTRG_04939
K4ADU6	sita:101759719
K3XEE4	sita:101765702
C5MHI8	ctp:CTRG_05542
K3YSW5	sita:101753287
K3ZIB1	sita:101786013
K3ZWH0	sita:101786655
K3XGC7	sita:101787003
K3Y7I3	sita:101777517
C5M661	ctp:CTRG_01342
K3Y841	sita:101778464
K3Y972	sita:101773736
K3YQT0	sita:101765060
C5MJK4	ctp:CTRG_06247
K3XFP8	sita:101768557
A0A0U4WB00	por:APT59_13665
K3ZVN9	sita:101783445
K3YP86	sita:101760993
K4A9N3	sita:101781343
K3ZR06	sita:101754021
K4ABH7	sita:101772270
K3Z4X4	sita:101755650
K3Z4R6	sita:101767561
A0A0H3L0U2	paj:PAJ_2829
A0A0N1RRN4	paq:PAGR_g0428
D4GCG1	pam:PANA_3605
K4A692	sita:101772029
K3YUG6	sita:101776250
C5YEV2	sbi:SORBI_06g014260
C5M366	ctp:CTRG_00505
K3YDF1	sita:101755481
K3ZHQ6	sita:101762944
K3ZQV5	sita:101781273
K3Y946	sita:101786665
K3YRK7	sita:101780970
K3Y5T7	sita:101784917
K3Y5N9	sita:101775062
K3YQM0	sita:101765177
K4A571	sita:101778647
K3XZN7	sita:101765260
K3XV75	sita:101770690
K3XG41	sita:101760584
K4AC83	sita:101776483
C5MCN6	ctp:CTRG_03987
C5M1W2	ctp:CTRG_00051
K4AJQ5	sita:101760825
K4ACV9	sita:105913503
K3ZPX9	sita:101777112
C5MAM3	ctp:CTRG_03115
K4A7S9	sita:101780657
C5MHI4	ctp:CTRG_05538
C5XMJ3	sbi:SORBI_03g037470
K3YPX2	sita:101766002
C5MB33	ctp:CTRG_03275
K3XI15	sita:101755023
K3XVN3	sita:101784034
C5M671	ctp:CTRG_01352
K3XXE4	sita:101753515
K3XG44	sita:101776105
C0P3N0	zma:100382014
K3YYV4	sita:101775037
K3XG88	sita:101763537
K3YLI0	sita:101754787
K7UWQ3	zma:103635788
K3XUQ8	sita:101758916
C5XLL3	sbi:SORBI_03g036110
K3YRF3	sita:101763694
A0A0Q3HAX8	bdi:100831289
K3Y861	sita:101756423
B6SWZ1	zma:100281616
C5M7D2	ctp:CTRG_01764
K4AE40	sita:101775665
C5M5M5	ctp:CTRG_01155
K3ZJ56	sita:101781299
K3Y786	sita:101769551
K3ZHA8	sita:101773610
K3XXP1	sita:101777281
K3YIA1	sita:101762346
K3XXG1	sita:101758790
K4A4U3	sita:101768779
K3Y969	sita:101754016
K3XXJ0	sita:105914251
K3XEV8	sita:101768964
K3XVL1	sita:101776476
K3XFA6	sita:101770565
K3Y6Q7	sita:101770909
K3XHJ2	sita:101765840
K3XVT5	sita:101771479
B4FXQ3	zma:100273837
C5XA46	sbi:SORBI_02g035030
K3XZT2	sita:101783229
K3ZJF0	sita:101777130
K3ZQP2	sita:101756974
C5MHP7	ctp:CTRG_05590
C5MHX4	ctp:CTRG_05667
K3XGJ3	sita:101758808
K4AK60	sita:101770684
C5MCS9	ctp:CTRG_04030
K4AF95	sita:101761070
C5YZZ8	sbi:SORBI_09g003430
K3ZHC1	sita:101756847
C5YHB7	sbi:SORBI_07g003980
K3XEI5	sita:101756243
V7C234	pvu:PHAVU_004G108800g
K3YMJ4	sita:101776664
K3XS23	sita:101756933
C5M265	ctp:CTRG_00154
K3XVB1	sita:101762026
K3Z5D5	sita:101765240
K3ZRN7	sita:101779138
K3Y8G2	sita:101770896
C5M8W7	ctp:CTRG_02839
B9WHT3	cdu:CD36_53500
K3XE84	sita:101772579
I1IGJ7	bdi:100835462
K4A7E2	sita:101784015
C5MI84	ctp:CTRG_05777
K3ZRZ7	sita:101756159
C5MJJ9	ctp:CTRG_06242
K3XEK3	sita:101785396
G3AFQ9	spaa:SPAPADRAFT_58182
B9WBB7	cdu:CD36_19070
K4A745	sita:101763651
C5MCY8	ctp:CTRG_04089
C5MHI6	ctp:CTRG_05540
C5M2P7	ctp:CTRG_00336
C5M2Y3	ctp:CTRG_00422
C5MDX8	ctp:CTRG_03880
C5MF43	ctp:CTRG_04686
C5M6S5	ctp:CTRG_01556
C5M6R1	ctp:CTRG_01542
C5MBT5	ctp:CTRG_03527
C5M271	ctp:CTRG_00160
C5MB32	ctp:CTRG_03274
C5MIE4	ctp:CTRG_05837
C5MAQ3	ctp:CTRG_03145
C5ME84	ctp:CTRG_04376
C5MEW0	ctp:CTRG_04603
C5MA56	ctp:CTRG_02368
C5MGF4	ctp:CTRG_05175
C5MGF4	ctp:CTRG_05147
C5MEN9	ctp:CTRG_04542
C5MEN9	ctp:CTRG_04532
C5M2J6	ctp:CTRG_00285
C5M8Q0	ctp:CTRG_02772
C5MD83	ctp:CTRG_04184
C5MB54	ctp:CTRG_03296
C5M9V1	ctp:CTRG_02263
C5MDG2	ctp:CTRG_04263
C5MHH4	ctp:CTRG_05528
C5M3G0	ctp:CTRG_00599
C5M2P8	ctp:CTRG_00337
C5M9P6	ctp:CTRG_02208
C5MB48	ctp:CTRG_03290
C5MB71	ctp:CTRG_03313
C5M519	ctp:CTRG_01997
C5MFV4	ctp:CTRG_04947
C5M888	ctp:CTRG_02610
C5MA50	ctp:CTRG_02362
C5MEP0	ctp:CTRG_04533
C5MIQ9	ctp:CTRG_05952
C5M3I0	ctp:CTRG_00619
C5MDG1	ctp:CTRG_04262
C5M7U0	ctp:CTRG_02462
C5MGD6	ctp:CTRG_05129
C5MCI1	ctp:CTRG_03932
C5MAS9	ctp:CTRG_03171
C5MHH3	ctp:CTRG_05527
C5M8W9	ctp:CTRG_02841
C5MJ42	ctp:CTRG_06085
C5M650	ctp:CTRG_01331
C5M650	ctp:CTRG_01335
C5MCW3	ctp:CTRG_04064
C5MCI3	ctp:CTRG_03934
C5MCI3	ctp:CTRG_03940
C5MIE3	ctp:CTRG_05836
C5MD36	ctp:CTRG_04137
C5MCW7	ctp:CTRG_04068
C5M440	ctp:CTRG_00829
C5MHC1	ctp:CTRG_05475
C5M4M5	ctp:CTRG_01015
C5MJ70	ctp:CTRG_06113
C5MJB6	ctp:CTRG_06159
C5M3U9	ctp:CTRG_00738
C5M6P0	ctp:CTRG_01521
Q59TC4	cal:CaO19.11982
Q59TC4	cal:CaO19.4506
C5M8W3	ctp:CTRG_02835
C5MDP6	ctp:CTRG_03798
C5M9R3	ctp:CTRG_02244
C5M9R3	ctp:CTRG_02225
C5MDA0	ctp:CTRG_04201
C5MEX1	ctp:CTRG_04614
C5MFZ4	ctp:CTRG_04987
C5MCG1	ctp:CTRG_03912
C5MHM9	ctp:CTRG_05572
C5M394	ctp:CTRG_00533
C5MEV9	ctp:CTRG_04602
C5MIP2	ctp:CTRG_05935
C5MIW9	ctp:CTRG_06012
C5MJ21	ctp:CTRG_06064
C5MIM5	ctp:CTRG_05918
C5M4B9	ctp:CTRG_00909
C5M508	ctp:CTRG_01986
C5MI61	ctp:CTRG_05754
C5MIL2	ctp:CTRG_05905
C5MD31	ctp:CTRG_04132
C5M7Z2	ctp:CTRG_02514
C5MFZ9	ctp:CTRG_04992
C5M1U2	ctp:CTRG_00031
C5M7K1	ctp:CTRG_01833
C5M7K1	ctp:CTRG_03180
C5M648	ctp:CTRG_01329
C5M439	ctp:CTRG_00828
B9WCA9	cdu:CD36_22520
C5M878	ctp:CTRG_02600
C5MGB3	ctp:CTRG_05106
C5MDE9	ctp:CTRG_04250
C5MEQ1	ctp:CTRG_04544
C5MA13	ctp:CTRG_02325
C5MBC9	ctp:CTRG_03371
C5M547	ctp:CTRG_02025
C5M498	ctp:CTRG_00888
C5MAE5	ctp:CTRG_03037
C5M268	ctp:CTRG_00157
C5M268	ctp:CTRG_00161
A5DTA3	lel:LELG_00589
A5DTA3	lel:LELG_02340
C5M7F5	ctp:CTRG_01787
C5MJH7	ctp:CTRG_06220
C5M4W7	ctp:CTRG_01945
C5MGE0	ctp:CTRG_05133
C5MBX2	ctp:CTRG_03564
C5M3K2	ctp:CTRG_00641
C5M974	ctp:CTRG_02946
C5M4Y4	ctp:CTRG_01962
C5MIV7	ctp:CTRG_06000
C5MEX0	ctp:CTRG_04613
C5M8C9	ctp:CTRG_02651
C5M3D2	ctp:CTRG_00571
C5MC41	ctp:CTRG_03633
C5M8P2	ctp:CTRG_02764
C5M2Y2	ctp:CTRG_00421
C5MEN8	ctp:CTRG_04543
C5MEN8	ctp:CTRG_04531
C5M338	ctp:CTRG_00477
C5MCI2	ctp:CTRG_03933
C5MCI2	ctp:CTRG_03941
C5M6I8	ctp:CTRG_01469
C5MB65	ctp:CTRG_03307
C5M9R4	ctp:CTRG_02226
C5MBI6	ctp:CTRG_03428
A5DSS2	lel:LELG_00408
C5MAP1	ctp:CTRG_03133
C5MB06	ctp:CTRG_03248
C5M3U8	ctp:CTRG_00755
C5M3U8	ctp:CTRG_00737
C5M1V1	ctp:CTRG_00040
C5MAF8	ctp:CTRG_03050
C5MHH2	ctp:CTRG_05526
C5M210	ctp:CTRG_00099
C5M210	ctp:CTRG_00109
C5MCI0	ctp:CTRG_03931
C5M6C8	ctp:CTRG_01409
C5M6C8	ctp:CTRG_01413
C5M807	ctp:CTRG_02529
C5M9Z9	ctp:CTRG_02311
C5M891	ctp:CTRG_02613
C5M4G5	ctp:CTRG_00955
C5M674	ctp:CTRG_01355
C5M8I2	ctp:CTRG_02704
C5MAN0	ctp:CTRG_03122
C5M590	ctp:CTRG_02068
C5MGF1	ctp:CTRG_05144
C5MGZ2	ctp:CTRG_05346
C5MHA6	ctp:CTRG_05460
C5MBT2	ctp:CTRG_03524
C5MB52	ctp:CTRG_03294
C5M5P1	ctp:CTRG_01171
C5M4U3	ctp:CTRG_01921
C5M3L1	ctp:CTRG_00650
C5M6S3	ctp:CTRG_01554
C5M555	ctp:CTRG_02033
C5M209	ctp:CTRG_00098
C5M209	ctp:CTRG_00108
C5MHI2	ctp:CTRG_05536
C5MHD4	ctp:CTRG_05488
C5M589	ctp:CTRG_02067
C5M8E9	ctp:CTRG_02671
C5MIU7	ctp:CTRG_05990
C5M7J2	ctp:CTRG_01824
C5MFI3	ctp:CTRG_04826
C5MFI3	ctp:CTRG_04833
C5MHI5	ctp:CTRG_05539
C5MFB9	ctp:CTRG_04762
C5M673	ctp:CTRG_01354
C5MCL1	ctp:CTRG_03962
C5MBP0	ctp:CTRG_03482
C5MHM8	ctp:CTRG_05571
C5MFA0	ctp:CTRG_04743
C5M381	ctp:CTRG_00520
C5MH85	ctp:CTRG_05439
C5MAE4	ctp:CTRG_03036
C5M379	ctp:CTRG_00518
C5M8H9	ctp:CTRG_02701
C5M5C7	ctp:CTRG_02105
C5M607	ctp:CTRG_01288
C5M200	ctp:CTRG_00089
C5M4I8	ctp:CTRG_00978
C5M676	ctp:CTRG_01357
C5MIW8	ctp:CTRG_06011
C5MHI3	ctp:CTRG_05537
C5M3N9	ctp:CTRG_00678
C5M9G2	ctp:CTRG_02124
C5M745	ctp:CTRG_01677
C5M675	ctp:CTRG_01356
C5MFB8	ctp:CTRG_04761
C5MAY8	ctp:CTRG_03230
C5M9R5	ctp:CTRG_02227
C5MB93	ctp:CTRG_03335
C5M3U7	ctp:CTRG_00736
C5M4G6	ctp:CTRG_00956
C5M4G6	ctp:CTRG_00959
C5MBC7	ctp:CTRG_03369
C5M8Q1	ctp:CTRG_02773
B9WLV3	cdu:CD36_30500
C5MB04	ctp:CTRG_03246
C5MBA4	ctp:CTRG_03346
C5M485	ctp:CTRG_00874
C5M2F8	ctp:CTRG_00247
C5M2X4	ctp:CTRG_00413
C5M3D4	ctp:CTRG_00573
C5M7S3	ctp:CTRG_01905
C5M441	ctp:CTRG_00830
C5MHC5	ctp:CTRG_05479
C5MCW8	ctp:CTRG_04069
C5MJK3	ctp:CTRG_06246
C5M2Z9	ctp:CTRG_00438
C5MG93	ctp:CTRG_05086
C5MG93	ctp:CTRG_05090
Q5AJX0	cal:CaO19.4051
Q5AJX0	cal:CaO19.11533
C5MAJ5	ctp:CTRG_03087
C5MHB0	ctp:CTRG_05464
C5MC83	ctp:CTRG_03675
C5M267	ctp:CTRG_00156
C5M677	ctp:CTRG_01358
C5MA51	ctp:CTRG_02363
